sampleid,field_or_museum,date_captured,method_pcr_q_pcr_histology,bd_positive,bd_load_ze_if_q_pcr,bd_its_copies,standard_strain_if_q_pcr,locality,simplified_locality,regulation_0_unreg_1_upstream_dam_2_downstream_dam,river_system_watershed,county,boylii_clade,sex_f_m_u,life_stage_a_j_m_t,svl_mm,weight_g,states,huc10,huc12,daylen_hr,capt_yr,capt_mon,noaa_clim_id,CLIMDIV,climdiv_name,pcpn_noaa,pdsi_noaa,phdi_noaa,pmdi_noaa,tmax_noaa,tmin_noaa,tmpc_noaa,spei12,spei24,areasqkm,areaacres,h12_name,hutype,humod,tohuc,NAME_HUC12,ECOREGION2013L3_1STCODE,STATE_MAJ_2013,N_INDEX_CDLNLCD11_PCT_WS,N_INDEX2_CDLNLCD11_PCT_WS,N_INDEX_CDLNLCD11_PCT_HAZ,N_INDEX2_CDLNLCD11_PCT_HAZ,DASYMETRIC_POPULATION_DEN_RZ,DASYMETRIC_POPULATION_DEN_WS,MINET_DEN,AG_HYDRIC_PCT_WS,DAM_STORAGE_RATIO,PCT_FOREST_REMAIN,PCT_WETLANDS_REMAINING,PCT_IMPERVIOUSNESS2011_MEAN_WS,ROAD_2015_STRM_X_DENS_WS,DAM_DENSITY_PER_KM_STRM,DITCH_DRAINAGE_WS_PCT,ROADS_ALL_DENSITY_2014_RZ,CROP_MH_URB_CDLNLCD11_PCT_RZ,NFHP15_HCI_LOCAL_WS,NRSA_AQUATIC_COND_MEAN,NRSA_AQUATIC_COND_OUTLET,STREAMLGTH_SUP_IMP_DIFF_PCTA,WBAREA_SUP_IMP_DIFF_PCTA,U_INDEX_CHG_2001_11_PCT_WS,U_INDEX2_CHG_2001_11_PCT_WS,U_INDEX_CHG_2001_11_PCT_RZ,U_INDEX2_CHG_2001_11_PCT_RZ,ICLUS_IC_DIFF_PCT,GAP_PROT_1_2_PCT_WS,AG_H2O_USE_05_WS,DOM_H2O_USE_MGD_2005_WS,IND_H2O_USE_MGD_WS,MEAN_WILDFIRE_RISK,HVH_WILDFIRE_RISK_PCT,elevation,elev_units,geomorph_name,comid
UDC16-KGHB-04Y,Field,9/23/2016,qPCR,0,0,NA,oligonucleodide,"Map in ""Pit 4 Schematic Breeding Sites 2015.jpg""",Pit4,1,Pit,Shasta,N. Coast,U,J,20.5,NA,CA,1802000310,1.802E+11,12.13148729,2016,9,402012016,402,SACRAMENTO DRNG.,0.03,-1.19,-1.59,-0.89,82.7,50.7,66.7,0.240681916,-0.65876478,134.05,33123.48,Tunnel Reservoir-Pit River,S,"RS,PD,RC,WD",1.802E+11,Tunnel Reservoir-Pit River,4,CA,97.91600927,96.8498439,18.27453087,18.0751284,0.67,1.24,0,0,5.80E-04,89.50697573,78.90885955,0.093,0.2462,0.025043827,0,0.99,0.100708315,4.89,45.8402424,29.56666667,-100,NA,0,0.42,0,0.12,0.02,0.119199999,0,0.027342,0.04647,3.26,32,656.59,meters,Cascade Range,17694855
UDC16-KGHB-05Y,Field,9/23/2016,qPCR,0,0,NA,oligonucleodide,"Map in ""Pit 4 Schematic Breeding Sites 2015.jpg""",Pit4,1,Pit,Shasta,N. Coast,U,J,19.5,NA,CA,1802000310,1.802E+11,12.13148729,2016,9,402012016,402,SACRAMENTO DRNG.,0.03,-1.19,-1.59,-0.89,82.7,50.7,66.7,0.240681916,-0.65876478,134.05,33123.48,Tunnel Reservoir-Pit River,S,"RS,PD,RC,WD",1.802E+11,Tunnel Reservoir-Pit River,4,CA,97.91600927,96.8498439,18.27453087,18.0751284,0.67,1.24,0,0,5.80E-04,89.50697573,78.90885955,0.093,0.2462,0.025043827,0,0.99,0.100708315,4.89,45.8402424,29.56666667,-100,NA,0,0.42,0,0.12,0.02,0.119199999,0,0.027342,0.04647,3.26,32,656.59,meters,Cascade Range,17694855
SHAS02-01-MA,Field,8/5/2006,NA,0,NA,NA,NA,"Mill Creek, flows into Whiskeytown Reservoir",Mill,2,Upper Sacramento,Shasta,N. Coast,U,J,31,NA,CA,1802015401,1.80202E+11,14.21617949,2006,8,402012006,402,SACRAMENTO DRNG.,0.04,-1.5,1.79,-0.21,87.2,53.6,70.4,1.47617805,1.602369905,129.75,32060.74,Whiskeytown Lake-Clear Creek,S,DM,1.80202E+11,Whiskeytown Lake-Clear Creek,78,CA,86.58902038,86.51271522,13.85979273,13.81539699,0,0.04,0,0.03,0.685066145,72.44772448,30.96081344,0.318,0.6706,0.018102824,0,1.67,0.025666283,4.84,72.48691513,NA,NA,NA,0,0.03,0,0,0,0.0231,0,9.21E-04,0,3.82,59,400.06,meters,Klamath Mountains,17694855
SHAS02-02-MA,Field,8/5/2006,NA,0,NA,NA,NA,"Mill Creek, flows into Whiskeytown Reservoir",Mill,2,Upper Sacramento,Shasta,N. Coast,U,J,36,NA,CA,1802015401,1.80202E+11,14.21617949,2006,8,402012006,402,SACRAMENTO DRNG.,0.04,-1.5,1.79,-0.21,87.2,53.6,70.4,1.47617805,1.602369905,129.75,32060.74,Whiskeytown Lake-Clear Creek,S,DM,1.80202E+11,Whiskeytown Lake-Clear Creek,78,CA,86.58902038,86.51271522,13.85979273,13.81539699,0,0.04,0,0.03,0.685066145,72.44772448,30.96081344,0.318,0.6706,0.018102824,0,1.67,0.025666283,4.84,72.48691513,NA,NA,NA,0,0.03,0,0,0,0.0231,0,9.21E-04,0,3.82,59,400.06,meters,Klamath Mountains,17694855
SHAS02-03-MA,Field,8/5/2006,NA,1,NA,NA,NA,"Mill Creek, flows into Whiskeytown Reservoir",Mill,2,Upper Sacramento,Shasta,N. Coast,U,A,44,NA,CA,1802015401,1.80202E+11,14.21617949,2006,8,402012006,402,SACRAMENTO DRNG.,0.04,-1.5,1.79,-0.21,87.2,53.6,70.4,1.47617805,1.602369905,129.75,32060.74,Whiskeytown Lake-Clear Creek,S,DM,1.80202E+11,Whiskeytown Lake-Clear Creek,78,CA,86.58902038,86.51271522,13.85979273,13.81539699,0,0.04,0,0.03,0.685066145,72.44772448,30.96081344,0.318,0.6706,0.018102824,0,1.67,0.025666283,4.84,72.48691513,NA,NA,NA,0,0.03,0,0,0,0.0231,0,9.21E-04,0,3.82,59,400.06,meters,Klamath Mountains,17694855
SHAS02-04-MA,Field,8/5/2006,NA,1,NA,NA,NA,"Mill Creek, flows into Whiskeytown Reservoir",Mill,2,Upper Sacramento,Shasta,N. Coast,U,A,37,NA,CA,1802015401,1.80202E+11,14.21617949,2006,8,402012006,402,SACRAMENTO DRNG.,0.04,-1.5,1.79,-0.21,87.2,53.6,70.4,1.47617805,1.602369905,129.75,32060.74,Whiskeytown Lake-Clear Creek,S,DM,1.80202E+11,Whiskeytown Lake-Clear Creek,78,CA,86.58902038,86.51271522,13.85979273,13.81539699,0,0.04,0,0.03,0.685066145,72.44772448,30.96081344,0.318,0.6706,0.018102824,0,1.67,0.025666283,4.84,72.48691513,NA,NA,NA,0,0.03,0,0,0,0.0231,0,9.21E-04,0,3.82,59,400.06,meters,Klamath Mountains,17694855
SHAS02-05-MA,Field,8/5/2006,NA,0,NA,NA,NA,"Mill Creek, flows into Whiskeytown Reservoir",Mill,2,Upper Sacramento,Shasta,N. Coast,U,A,51,NA,CA,1802015401,1.80202E+11,14.21617949,2006,8,402012006,402,SACRAMENTO DRNG.,0.04,-1.5,1.79,-0.21,87.2,53.6,70.4,1.47617805,1.602369905,129.75,32060.74,Whiskeytown Lake-Clear Creek,S,DM,1.80202E+11,Whiskeytown Lake-Clear Creek,78,CA,86.58902038,86.51271522,13.85979273,13.81539699,0,0.04,0,0.03,0.685066145,72.44772448,30.96081344,0.318,0.6706,0.018102824,0,1.67,0.025666283,4.84,72.48691513,NA,NA,NA,0,0.03,0,0,0,0.0231,0,9.21E-04,0,3.82,59,400.06,meters,Klamath Mountains,17694855
SHAS02-06-MA,Field,8/5/2006,NA,0,NA,NA,NA,"Mill Creek, flows into Whiskeytown Reservoir",Mill,2,Upper Sacramento,Shasta,N. Coast,U,A,54,NA,CA,1802015401,1.80202E+11,14.21617949,2006,8,402012006,402,SACRAMENTO DRNG.,0.04,-1.5,1.79,-0.21,87.2,53.6,70.4,1.47617805,1.602369905,129.75,32060.74,Whiskeytown Lake-Clear Creek,S,DM,1.80202E+11,Whiskeytown Lake-Clear Creek,78,CA,86.58902038,86.51271522,13.85979273,13.81539699,0,0.04,0,0.03,0.685066145,72.44772448,30.96081344,0.318,0.6706,0.018102824,0,1.67,0.025666283,4.84,72.48691513,NA,NA,NA,0,0.03,0,0,0,0.0231,0,9.21E-04,0,3.82,59,400.06,meters,Klamath Mountains,17694855
SHAS02-07-MA,Field,8/5/2006,NA,0,NA,NA,NA,"Mill Creek, flows into Whiskeytown Reservoir",Mill,2,Upper Sacramento,Shasta,N. Coast,U,A,48,NA,CA,1802015401,1.80202E+11,14.21617949,2006,8,402012006,402,SACRAMENTO DRNG.,0.04,-1.5,1.79,-0.21,87.2,53.6,70.4,1.47617805,1.602369905,129.75,32060.74,Whiskeytown Lake-Clear Creek,S,DM,1.80202E+11,Whiskeytown Lake-Clear Creek,78,CA,86.58902038,86.51271522,13.85979273,13.81539699,0,0.04,0,0.03,0.685066145,72.44772448,30.96081344,0.318,0.6706,0.018102824,0,1.67,0.025666283,4.84,72.48691513,NA,NA,NA,0,0.03,0,0,0,0.0231,0,9.21E-04,0,3.82,59,400.06,meters,Klamath Mountains,17694855
SHAS02-08-MA,Field,8/5/2006,NA,1,NA,NA,NA,"Mill Creek, flows into Whiskeytown Reservoir",Mill,2,Upper Sacramento,Shasta,N. Coast,U,A,51,NA,CA,1802015401,1.80202E+11,14.21617949,2006,8,402012006,402,SACRAMENTO DRNG.,0.04,-1.5,1.79,-0.21,87.2,53.6,70.4,1.47617805,1.602369905,129.75,32060.74,Whiskeytown Lake-Clear Creek,S,DM,1.80202E+11,Whiskeytown Lake-Clear Creek,78,CA,86.58902038,86.51271522,13.85979273,13.81539699,0,0.04,0,0.03,0.685066145,72.44772448,30.96081344,0.318,0.6706,0.018102824,0,1.67,0.025666283,4.84,72.48691513,NA,NA,NA,0,0.03,0,0,0,0.0231,0,9.21E-04,0,3.82,59,400.06,meters,Klamath Mountains,17694855
SHAS02-09-MA,Field,8/5/2006,NA,0,NA,NA,NA,"Mill Creek, flows into Whiskeytown Reservoir",Mill,2,Upper Sacramento,Shasta,N. Coast,U,A,50,NA,CA,1802015401,1.80202E+11,14.21617949,2006,8,402012006,402,SACRAMENTO DRNG.,0.04,-1.5,1.79,-0.21,87.2,53.6,70.4,1.47617805,1.602369905,129.75,32060.74,Whiskeytown Lake-Clear Creek,S,DM,1.80202E+11,Whiskeytown Lake-Clear Creek,78,CA,86.58902038,86.51271522,13.85979273,13.81539699,0,0.04,0,0.03,0.685066145,72.44772448,30.96081344,0.318,0.6706,0.018102824,0,1.67,0.025666283,4.84,72.48691513,NA,NA,NA,0,0.03,0,0,0,0.0231,0,9.21E-04,0,3.82,59,400.06,meters,Klamath Mountains,17694855
SHAS02-10-MA,Field,8/5/2006,NA,0,NA,NA,NA,"Mill Creek, flows into Whiskeytown Reservoir",Mill,2,Upper Sacramento,Shasta,N. Coast,U,A,49,NA,CA,1802015401,1.80202E+11,14.21617949,2006,8,402012006,402,SACRAMENTO DRNG.,0.04,-1.5,1.79,-0.21,87.2,53.6,70.4,1.47617805,1.602369905,129.75,32060.74,Whiskeytown Lake-Clear Creek,S,DM,1.80202E+11,Whiskeytown Lake-Clear Creek,78,CA,86.58902038,86.51271522,13.85979273,13.81539699,0,0.04,0,0.03,0.685066145,72.44772448,30.96081344,0.318,0.6706,0.018102824,0,1.67,0.025666283,4.84,72.48691513,NA,NA,NA,0,0.03,0,0,0,0.0231,0,9.21E-04,0,3.82,59,400.06,meters,Klamath Mountains,17694855
TEHA01-01,Field,10/8/2005,qPCR,0,NA,NA,NA,Red Bank Creek,Redbank,0,Upper Sacramento,Tehama,N. Coast,F,A,66.8,33.5,CA,1802015503,1.80202E+11,11.51956387,2005,10,402012005,402,SACRAMENTO DRNG.,1.04,1.82,1.82,0.77,69.9,42.5,56.2,0.68944633,0.665349901,76.51,18906.06,Upper Red Bank Creek,S,NM,1.80202E+11,Upper Red Bank Creek,6,CA,98.22283382,98.0111264,20.27451396,20.25569552,0.33,0.15,0,0.11,0.029173094,46.4864398,2.692307692,0.052,1.6205,0.015422579,0,1.33,0,4.98,68.01289167,NA,NA,NA,0,0.21,0,0.01,0.01,0,0,0.001127,0,4.38,83,286.81,meters,Coast Ranges,17694855
TEHA01-02,Field,10/8/2005,qPCR,0,NA,NA,NA,Red Bank Creek,Redbank,0,Upper Sacramento,Tehama,N. Coast,F,A,57.3,17.9,CA,1802015503,1.80202E+11,11.51956387,2005,10,402012005,402,SACRAMENTO DRNG.,1.04,1.82,1.82,0.77,69.9,42.5,56.2,0.68944633,0.665349901,76.51,18906.06,Upper Red Bank Creek,S,NM,1.80202E+11,Upper Red Bank Creek,6,CA,98.22283382,98.0111264,20.27451396,20.25569552,0.33,0.15,0,0.11,0.029173094,46.4864398,2.692307692,0.052,1.6205,0.015422579,0,1.33,0,4.98,68.01289167,NA,NA,NA,0,0.21,0,0.01,0.01,0,0,0.001127,0,4.38,83,286.81,meters,Coast Ranges,17694855
TEHA01-05,Field,10/8/2005,qPCR,0,NA,NA,NA,Red Bank Creek,Redbank,0,Upper Sacramento,Tehama,N. Coast,U,J,22.2,NA,CA,1802015503,1.80202E+11,11.51956387,2005,10,402012005,402,SACRAMENTO DRNG.,1.04,1.82,1.82,0.77,69.9,42.5,56.2,0.68944633,0.665349901,76.51,18906.06,Upper Red Bank Creek,S,NM,1.80202E+11,Upper Red Bank Creek,6,CA,98.22283382,98.0111264,20.27451396,20.25569552,0.33,0.15,0,0.11,0.029173094,46.4864398,2.692307692,0.052,1.6205,0.015422579,0,1.33,0,4.98,68.01289167,NA,NA,NA,0,0.21,0,0.01,0.01,0,0,0.001127,0,4.38,83,286.81,meters,Coast Ranges,17694855
TEHA01-06,Field,10/8/2005,qPCR,0,NA,NA,NA,Red Bank Creek,Redbank,0,Upper Sacramento,Tehama,N. Coast,U,J,21.9,1.3,CA,1802015503,1.80202E+11,11.51956387,2005,10,402012005,402,SACRAMENTO DRNG.,1.04,1.82,1.82,0.77,69.9,42.5,56.2,0.68944633,0.665349901,76.51,18906.06,Upper Red Bank Creek,S,NM,1.80202E+11,Upper Red Bank Creek,6,CA,98.22283382,98.0111264,20.27451396,20.25569552,0.33,0.15,0,0.11,0.029173094,46.4864398,2.692307692,0.052,1.6205,0.015422579,0,1.33,0,4.98,68.01289167,NA,NA,NA,0,0.21,0,0.01,0.01,0,0,0.001127,0,4.38,83,286.81,meters,Coast Ranges,17694855
TEHA01-07,Field,10/8/2005,qPCR,0,NA,NA,NA,Red Bank Creek,Redbank,0,Upper Sacramento,Tehama,N. Coast,U,J,19.6,0.8,CA,1802015503,1.80202E+11,11.51956387,2005,10,402012005,402,SACRAMENTO DRNG.,1.04,1.82,1.82,0.77,69.9,42.5,56.2,0.68944633,0.665349901,76.51,18906.06,Upper Red Bank Creek,S,NM,1.80202E+11,Upper Red Bank Creek,6,CA,98.22283382,98.0111264,20.27451396,20.25569552,0.33,0.15,0,0.11,0.029173094,46.4864398,2.692307692,0.052,1.6205,0.015422579,0,1.33,0,4.98,68.01289167,NA,NA,NA,0,0.21,0,0.01,0.01,0,0,0.001127,0,4.38,83,286.81,meters,Coast Ranges,17694855
TEHA01-08,Field,10/8/2005,qPCR,0,NA,NA,NA,Red Bank Creek,Redbank,0,Upper Sacramento,Tehama,N. Coast,U,J,23.4,1.6,CA,1802015503,1.80202E+11,11.51956387,2005,10,402012005,402,SACRAMENTO DRNG.,1.04,1.82,1.82,0.77,69.9,42.5,56.2,0.68944633,0.665349901,76.51,18906.06,Upper Red Bank Creek,S,NM,1.80202E+11,Upper Red Bank Creek,6,CA,98.22283382,98.0111264,20.27451396,20.25569552,0.33,0.15,0,0.11,0.029173094,46.4864398,2.692307692,0.052,1.6205,0.015422579,0,1.33,0,4.98,68.01289167,NA,NA,NA,0,0.21,0,0.01,0.01,0,0,0.001127,0,4.38,83,286.81,meters,Coast Ranges,17694871
R016,Field,7/20/2013,qPCR,0,NA,NA,NA,Redwood Creek,Redwood,0,Redwood Creek,Humboldt,N. Coast,U,J,17,NA,CA,1801010201,1.80101E+11,14.77122959,2013,7,401012013,401,NORTH COAST DRAINAGE,0.12,-2.41,-2.41,-2.41,86.8,55,70.9,-0.875273645,-0.430375397,106.26,26258.6,McArthur Creek-Redwood Creek,S,TF,1.80101E+11,McArthur Creek-Redwood Creek,1,CA,94.62638787,93.67870119,14.88858965,13.94429059,0,3.15,0,0.43,0,93.19570934,36.9874477,0.269,0.6399,0,0.6,2.57,0.114332173,4.85,65.02589512,37.16666667,-100,NA,0.59,0.58,0.08,0.07,0,91.9532013,0,0.023601,0.05592,3.82,83,11.44,meters,Coast Ranges,17694871
R017,Field,7/20/2013,qPCR,0,NA,NA,NA,Redwood Creek,Redwood,0,Redwood Creek,Humboldt,N. Coast,U,J,12,NA,CA,1801010201,1.80101E+11,14.77122959,2013,7,401012013,401,NORTH COAST DRAINAGE,0.12,-2.41,-2.41,-2.41,86.8,55,70.9,-0.875273645,-0.430375397,106.26,26258.6,McArthur Creek-Redwood Creek,S,TF,1.80101E+11,McArthur Creek-Redwood Creek,1,CA,94.62638787,93.67870119,14.88858965,13.94429059,0,3.15,0,0.43,0,93.19570934,36.9874477,0.269,0.6399,0,0.6,2.57,0.114332173,4.85,65.02589512,37.16666667,-100,NA,0.59,0.58,0.08,0.07,0,91.9532013,0,0.023601,0.05592,3.82,83,11.44,meters,Coast Ranges,17694871
R018,Field,7/20/2013,qPCR,0,NA,NA,NA,Redwood Creek,Redwood,0,Redwood Creek,Humboldt,N. Coast,U,J,14,NA,CA,1801010201,1.80101E+11,14.77122959,2013,7,401012013,401,NORTH COAST DRAINAGE,0.12,-2.41,-2.41,-2.41,86.8,55,70.9,-0.875273645,-0.430375397,106.26,26258.6,McArthur Creek-Redwood Creek,S,TF,1.80101E+11,McArthur Creek-Redwood Creek,1,CA,94.62638787,93.67870119,14.88858965,13.94429059,0,3.15,0,0.43,0,93.19570934,36.9874477,0.269,0.6399,0,0.6,2.57,0.114332173,4.85,65.02589512,37.16666667,-100,NA,0.59,0.58,0.08,0.07,0,91.9532013,0,0.023601,0.05592,3.82,83,11.44,meters,Coast Ranges,17694855
R019,Field,7/20/2013,qPCR,0,NA,NA,NA,Redwood Creek,Redwood,0,Redwood Creek,Humboldt,N. Coast,U,J,31,NA,CA,1801010201,1.80101E+11,14.77122959,2013,7,401012013,401,NORTH COAST DRAINAGE,0.12,-2.41,-2.41,-2.41,86.8,55,70.9,-0.875273645,-0.430375397,106.26,26258.6,McArthur Creek-Redwood Creek,S,TF,1.80101E+11,McArthur Creek-Redwood Creek,1,CA,94.62638787,93.67870119,14.88858965,13.94429059,0,3.15,0,0.43,0,93.19570934,36.9874477,0.269,0.6399,0,0.6,2.57,0.114332173,4.85,65.02589512,37.16666667,-100,NA,0.59,0.58,0.08,0.07,0,91.9532013,0,0.023601,0.05592,3.82,83,11.44,meters,Coast Ranges,2809739
R022,Field,12/27/2013,qPCR,0,NA,NA,NA,Redwood Creek,Redwood,0,Redwood Creek,Humboldt,N. Coast,U,J,28,NA,CA,1801010201,1.80101E+11,9.198970093,2013,12,401012013,401,NORTH COAST DRAINAGE,0.83,-2.82,-2.82,-2.82,50,28.2,39.1,-2.370406866,-0.767064035,106.26,26258.6,McArthur Creek-Redwood Creek,S,TF,1.80101E+11,McArthur Creek-Redwood Creek,1,CA,94.62638787,93.67870119,14.88858965,13.94429059,0,3.15,0,0.43,0,93.19570934,36.9874477,0.269,0.6399,0,0.6,2.57,0.114332173,4.85,65.02589512,37.16666667,-100,NA,0.59,0.58,0.08,0.07,0,91.9532013,0,0.023601,0.05592,3.82,83,11.44,meters,Coast Ranges,2811025
R023,Field,1/4/2014,qPCR,1,192.9,NA,NA,Redwood Creek,Redwood,0,Redwood Creek,Humboldt,N. Coast,U,J,28,1,CA,1801010201,1.80101E+11,9.281263174,2014,1,401012014,401,NORTH COAST DRAINAGE,1.28,-3.61,-3.61,-3.61,56,33.8,44.9,-2.488365412,-1.221255183,106.26,26258.6,McArthur Creek-Redwood Creek,S,TF,1.80101E+11,McArthur Creek-Redwood Creek,1,CA,94.62638787,93.67870119,14.88858965,13.94429059,0,3.15,0,0.43,0,93.19570934,36.9874477,0.269,0.6399,0,0.6,2.57,0.114332173,4.85,65.02589512,37.16666667,-100,NA,0.59,0.58,0.08,0.07,0,91.9532013,0,0.023601,0.05592,3.82,83,11.44,meters,Coast Ranges,2809739
R024,Field,1/4/2014,qPCR,1,179.3,NA,NA,Redwood Creek,Redwood,0,Redwood Creek,Humboldt,N. Coast,U,J,23,1.5,CA,1801010201,1.80101E+11,9.281263278,2014,1,401012014,401,NORTH COAST DRAINAGE,1.28,-3.61,-3.61,-3.61,56,33.8,44.9,-2.488365412,-1.221255183,106.26,26258.6,McArthur Creek-Redwood Creek,S,TF,1.80101E+11,McArthur Creek-Redwood Creek,1,CA,94.62638787,93.67870119,14.88858965,13.94429059,0,3.15,0,0.43,0,93.19570934,36.9874477,0.269,0.6399,0,0.6,2.57,0.114332173,4.85,65.02589512,37.16666667,-100,NA,0.59,0.58,0.08,0.07,0,91.9532013,0,0.023601,0.05592,3.82,83,11.44,meters,Coast Ranges,2808651
R026,Field,1/14/2014,qPCR,1,241.3,NA,NA,Redwood Creek,Redwood,0,Redwood Creek,Humboldt,N. Coast,U,J,22,1.5,CA,1801010201,1.80101E+11,9.476990849,2014,1,401012014,401,NORTH COAST DRAINAGE,1.28,-3.61,-3.61,-3.61,56,33.8,44.9,-2.488365412,-1.221255183,106.26,26258.6,McArthur Creek-Redwood Creek,S,TF,1.80101E+11,McArthur Creek-Redwood Creek,1,CA,94.62638787,93.67870119,14.88858965,13.94429059,0,3.15,0,0.43,0,93.19570934,36.9874477,0.269,0.6399,0,0.6,2.57,0.114332173,4.85,65.02589512,37.16666667,-100,NA,0.59,0.58,0.08,0.07,0,91.9532013,0,0.023601,0.05592,3.82,83,9.43,meters,Coast Ranges,2808651
R027,Field,1/14/2014,qPCR,1,645.1,NA,NA,Redwood Creek,Redwood,0,Redwood Creek,Humboldt,N. Coast,U,J,31,2.5,CA,1801010201,1.80101E+11,9.476985118,2014,1,401012014,401,NORTH COAST DRAINAGE,1.28,-3.61,-3.61,-3.61,56,33.8,44.9,-2.488365412,-1.221255183,106.26,26258.6,McArthur Creek-Redwood Creek,S,TF,1.80101E+11,McArthur Creek-Redwood Creek,1,CA,94.62638787,93.67870119,14.88858965,13.94429059,0,3.15,0,0.43,0,93.19570934,36.9874477,0.269,0.6399,0,0.6,2.57,0.114332173,4.85,65.02589512,37.16666667,-100,NA,0.59,0.58,0.08,0.07,0,91.9532013,0,0.023601,0.05592,3.82,83,11.44,meters,Coast Ranges,17694855
R028,Field,4/12/2014,qPCR,1,24,NA,NA,Redwood Creek,Redwood,0,Redwood Creek,Humboldt,N. Coast,U,J,24,2,CA,1801010201,1.80101E+11,13.14343499,2014,4,401012014,401,NORTH COAST DRAINAGE,1.73,-2.47,-2.47,-2.01,64.2,39,51.6,-1.663316488,-1.51833427,106.26,26258.6,McArthur Creek-Redwood Creek,S,TF,1.80101E+11,McArthur Creek-Redwood Creek,1,CA,94.62638787,93.67870119,14.88858965,13.94429059,0,3.15,0,0.43,0,93.19570934,36.9874477,0.269,0.6399,0,0.6,2.57,0.114332173,4.85,65.02589512,37.16666667,-100,NA,0.59,0.58,0.08,0.07,0,91.9532013,0,0.023601,0.05592,3.82,83,11.58,meters,Coast Ranges,17694855
R029,Field,4/12/2014,qPCR,1,16,NA,NA,Redwood Creek,Redwood,0,Redwood Creek,Humboldt,N. Coast,U,J,27,3,CA,1801010201,1.80101E+11,13.14343499,2014,4,401012014,401,NORTH COAST DRAINAGE,1.73,-2.47,-2.47,-2.01,64.2,39,51.6,-1.663316488,-1.51833427,106.26,26258.6,McArthur Creek-Redwood Creek,S,TF,1.80101E+11,McArthur Creek-Redwood Creek,1,CA,94.62638787,93.67870119,14.88858965,13.94429059,0,3.15,0,0.43,0,93.19570934,36.9874477,0.269,0.6399,0,0.6,2.57,0.114332173,4.85,65.02589512,37.16666667,-100,NA,0.59,0.58,0.08,0.07,0,91.9532013,0,0.023601,0.05592,3.82,83,11.58,meters,Coast Ranges,17694855
R030,Field,4/12/2014,qPCR,1,35.2,NA,NA,Redwood Creek,Redwood,0,Redwood Creek,Humboldt,N. Coast,U,J,26,2,CA,1801010201,1.80101E+11,13.14343499,2014,4,401012014,401,NORTH COAST DRAINAGE,1.73,-2.47,-2.47,-2.01,64.2,39,51.6,-1.663316488,-1.51833427,106.26,26258.6,McArthur Creek-Redwood Creek,S,TF,1.80101E+11,McArthur Creek-Redwood Creek,1,CA,94.62638787,93.67870119,14.88858965,13.94429059,0,3.15,0,0.43,0,93.19570934,36.9874477,0.269,0.6399,0,0.6,2.57,0.114332173,4.85,65.02589512,37.16666667,-100,NA,0.59,0.58,0.08,0.07,0,91.9532013,0,0.023601,0.05592,3.82,83,11.58,meters,Coast Ranges,17694855
R031,Field,4/12/2014,qPCR,0,0,NA,NA,Redwood Creek,Redwood,0,Redwood Creek,Humboldt,N. Coast,U,J,28,2,CA,1801010201,1.80101E+11,13.14343499,2014,4,401012014,401,NORTH COAST DRAINAGE,1.73,-2.47,-2.47,-2.01,64.2,39,51.6,-1.663316488,-1.51833427,106.26,26258.6,McArthur Creek-Redwood Creek,S,TF,1.80101E+11,McArthur Creek-Redwood Creek,1,CA,94.62638787,93.67870119,14.88858965,13.94429059,0,3.15,0,0.43,0,93.19570934,36.9874477,0.269,0.6399,0,0.6,2.57,0.114332173,4.85,65.02589512,37.16666667,-100,NA,0.59,0.58,0.08,0.07,0,91.9532013,0,0.023601,0.05592,3.82,83,11.58,meters,Coast Ranges,17694855
R032,Field,4/12/2014,qPCR,1,208,NA,NA,Redwood Creek,Redwood,0,Redwood Creek,Humboldt,N. Coast,U,J,25,1.5,CA,1801010201,1.80101E+11,13.14343499,2014,4,401012014,401,NORTH COAST DRAINAGE,1.73,-2.47,-2.47,-2.01,64.2,39,51.6,-1.663316488,-1.51833427,106.26,26258.6,McArthur Creek-Redwood Creek,S,TF,1.80101E+11,McArthur Creek-Redwood Creek,1,CA,94.62638787,93.67870119,14.88858965,13.94429059,0,3.15,0,0.43,0,93.19570934,36.9874477,0.269,0.6399,0,0.6,2.57,0.114332173,4.85,65.02589512,37.16666667,-100,NA,0.59,0.58,0.08,0.07,0,91.9532013,0,0.023601,0.05592,3.82,83,11.58,meters,Coast Ranges,17694871
R033,Field,4/12/2014,qPCR,1,288,NA,NA,Redwood Creek,Redwood,0,Redwood Creek,Humboldt,N. Coast,U,J,23,1,CA,1801010201,1.80101E+11,13.14343499,2014,4,401012014,401,NORTH COAST DRAINAGE,1.73,-2.47,-2.47,-2.01,64.2,39,51.6,-1.663316488,-1.51833427,106.26,26258.6,McArthur Creek-Redwood Creek,S,TF,1.80101E+11,McArthur Creek-Redwood Creek,1,CA,94.62638787,93.67870119,14.88858965,13.94429059,0,3.15,0,0.43,0,93.19570934,36.9874477,0.269,0.6399,0,0.6,2.57,0.114332173,4.85,65.02589512,37.16666667,-100,NA,0.59,0.58,0.08,0.07,0,91.9532013,0,0.023601,0.05592,3.82,83,11.58,meters,Coast Ranges,17694855
