id_code_in_source_dataset,entered_by,source_of_data_literature_contact,contact_person_or_citation,species_genus_sp,field_or_museum,date_captured,month_captured,month_number,method_pcr_q_pcr_histology,bd_positive_blank_or_1,bd_negative_blank_or_1,bd_load_ze_if_q_pcr,standard_strain_if_q_pcr,notes_on_methods,locality,simplified_locality,regulation_0_none_1_dam_upstream_or_2_dam_or_reservoir_downstream,river_system_watershed,county,boylii_clade,location_moved_1_if_yes,dubious_location_1_if_yes,note_on_location,palmer_z_index,phdi,pdsi,sex_f_m_u,life_stage_a_j_m_t,svl_mm,weight_g,notes,recap_y_n,identifier_if_recap,does_local_population_density_data_exist_for_this_site_y_n,utm_easting,utm_northing,ct,monthly_average_precip
SPC2171,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,3/20/1948,-687484800,3,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","E Fork San Gabriel River, 1 mi downstream form Cattle Canyon",NA,NULL,San Gabriel,Los Angeles,SW,NA,NA,NA,mid-range (-1.24 - 0.99),moderate drought (-2.00 - -2.99),moderate drought (-2.00 - -2.99),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC2172,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,2/24/1963,-216259200,2,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","W Fork San Gabriel River, San Gabriel Canyon, Hwy 39",NA,NULL,NA,Los Angeles,SW,NA,NA,NA,mid-range (-1.24 - 0.99),severe drought (-3.00 - -3.99),severe drought (-3.00 - -3.99),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC2173,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,2/24/1957,-405561600,2,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.",San Gabriel River W. Fork & main channel,NA,NULL,San Gabriel,Los Angeles,SW,NA,NA,NA,moderate drought (-1.25 - -1.99),mid-range (-1.99 - 1.99),mid-range (-1.99 - 1.99),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC2174,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,3/20/1948,-687484800,3,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","E Fork San Gabriel River, 1 mi downstream form Cattle Canyon",NA,NULL,San Gabriel,Los Angeles,SW,NA,NA,NA,mid-range (-1.24 - 0.99),moderate drought (-2.00 - -2.99),moderate drought (-2.00 - -2.99),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC2175,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,3/27/1960,-308188800,3,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","Piru Creek, 0.25 mi N. Frenchman Flats",NA,NULL,NA,Los Angeles,SW,NA,NA,NA,severe drought (-2.00 - -2.74),severe drought (-3.00 - -3.99),severe drought (-3.00 - -3.99),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC2176,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,3/20/1948,-687484800,3,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","E Fork San Gabriel River, 1 mi downstream form Cattle Canyon",NA,NULL,San Gabriel,Los Angeles,SW,NA,NA,NA,mid-range (-1.24 - 0.99),moderate drought (-2.00 - -2.99),moderate drought (-2.00 - -2.99),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC2177,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,3/20/1948,-687484800,3,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","E Fork San Gabriel River, 1 mi downstream form Cattle Canyon",NA,NULL,San Gabriel,Los Angeles,SW,NA,NA,NA,mid-range (-1.24 - 0.99),moderate drought (-2.00 - -2.99),moderate drought (-2.00 - -2.99),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC2178,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,4/14/1950,-622252800,4,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","E Fork San Gabriel River, 2.5 mi E jct. Hwy 39",NA,NULL,San Gabriel,Los Angeles,SW,NA,NA,NA,mid-range (-1.24 - 0.99),mid-range (-1.99 - 1.99),mid-range (-1.99 - 1.99),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC2179,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,4/14/1950,-622252800,4,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","E Fork San Gabriel River, 2.5 mi E jct. Hwy 39",NA,NULL,San Gabriel,Los Angeles,SW,NA,NA,NA,mid-range (-1.24 - 0.99),mid-range (-1.99 - 1.99),mid-range (-1.99 - 1.99),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC2180,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,3/27/1960,-308188800,3,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","Piru Creek, 0.25 mi N. Frenchman Flats",NA,NULL,NA,Los Angeles,SW,NA,NA,NA,severe drought (-2.00 - -2.74),severe drought (-3.00 - -3.99),severe drought (-3.00 - -3.99),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC2181,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,4/14/1950,-622252800,4,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","N Fork San Gabriel River, 0.9 mi from Camp Rincon",NA,NULL,San Gabriel,Los Angeles,SW,NA,NA,NA,mid-range (-1.24 - 0.99),mid-range (-1.99 - 1.99),mid-range (-1.99 - 1.99),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC2182,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,3/20/1948,-687484800,3,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","E Fork San Gabriel River, 1 mi downstream form Cattle Canyon",NA,NULL,San Gabriel,Los Angeles,SW,NA,NA,NA,mid-range (-1.24 - 0.99),moderate drought (-2.00 - -2.99),moderate drought (-2.00 - -2.99),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC2183,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,4/14/1950,-622252800,4,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","E Fork San Gabriel River, 2.5 mi E jct. Hwy 39",NA,NULL,San Gabriel,Los Angeles,SW,NA,NA,NA,mid-range (-1.24 - 0.99),mid-range (-1.99 - 1.99),mid-range (-1.99 - 1.99),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC2184,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,3/20/1948,-687484800,3,qPCR,NA,1,NA,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","E Fork San Gabriel River, 1 mi downstream form Cattle Canyon",NA,NULL,San Gabriel,Los Angeles,SW,NA,NA,NA,mid-range (-1.24 - 0.99),moderate drought (-2.00 - -2.99),moderate drought (-2.00 - -2.99),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC2185,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,3/20/1948,-687484800,3,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","E Fork San Gabriel River, 1 mi downstream form Cattle Canyon",NA,NULL,San Gabriel,Los Angeles,SW,NA,NA,NA,mid-range (-1.24 - 0.99),moderate drought (-2.00 - -2.99),moderate drought (-2.00 - -2.99),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC2186,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,3/27/1960,-308188800,3,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","Piru Creek, 0.25 mi N. Frenchman Flats",NA,NULL,NA,Los Angeles,SW,NA,NA,NA,severe drought (-2.00 - -2.74),severe drought (-3.00 - -3.99),severe drought (-3.00 - -3.99),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC2187,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,4/3/1954,-496972800,4,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","Sespe River, ent. Pine Creek; North of Fillmore",NA,NULL,NA,Ventura,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC2196,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,4/17/1970,9158400,4,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","Los Padres National Forest, 10 mi N Temeseal Ranger Station on Piru Creek",NA,NULL,NA,Ventura,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC2197,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,8/20/1930,-1242345600,8,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","Sespe Canyon, nr. Fillmore",NA,NULL,NA,Ventura,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC245,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,5/19/1940,-934761600,5,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","Indian Canyon, 2 mi SE Bluff Camp",NA,NULL,NA,Santa Barbara,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC704,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,3/5/1960,-310089600,3,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.",Lopez Canyon,NA,NULL,NA,San Luis Obispo,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC708,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,5/10/1958,-367545600,5,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","Dry Creek, Napa",NA,NULL,Napa,Napa,NNC,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC709,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,11/1/1958,-352425600,11,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.",Serrano Cyn,NA,NULL,NA,San Luis Obispo,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC747,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,9/10/1959,-325382400,9,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.","Lopez Canyon, streamside woodland",NA,NULL,NA,San Luis Obispo,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC748,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,6/6/1959,-333676800,6,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.",Lopez Canyon,NA,NULL,NA,San Luis Obispo,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC749,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,6/6/1959,-333676800,6,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.",Lopez Canyon,NA,NULL,NA,San Luis Obispo,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC750,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,6/6/1959,-333676800,6,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.",Lopez Canyon,NA,NULL,NA,San Luis Obispo,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC751,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,2/22/1960,-311126400,2,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.",Lopez Canyon,NA,NULL,NA,San Luis Obispo,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC752,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,6/8/1959,-333504000,6,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.",Lopez Canyon in creek,NA,NULL,NA,San Luis Obispo,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC753,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,5/18/1959,-335318400,5,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.",Lopez Canyon in Lopez Creek,NA,NULL,NA,San Luis Obispo,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC754,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,6/6/1959,-333676800,6,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.",Lopez Canyon,NA,NULL,NA,San Luis Obispo,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC755,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,6/3/1959,-333936000,6,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.",Lopez Canyon in creek,NA,NULL,NA,San Luis Obispo,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPC756,AJA,literature,Adams et al. 2017 Ecology and Evolution,Rana boylii,Museum,5/15/1959,-335577600,5,qPCR,NA,1,0,AAHL 98 1810/3 & CJB7,"DNA standards were provided by the Australian Animal Health Laboratory, CSIRO Livestock Industries, Victoria, Australia (isolate AAHL 98 1810/3, from Australia), or developed by MHT (isolate CJB7, from California). Standards developed by MHT were quality controlled for equivalent standard quantification to isolate AAHL 98 1810/3 prior to use in qPCR using a protocol provided by the Hyatt laboratory. The Hyatt standard Bd DNA protocol was followed precisely, and new standards were run concurrently with Hyatt standards.",Morro Bay- Atascadero rd. in Creek,NA,NULL,NA,San Luis Obispo,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
